1.000000	 -0.000284	 -0.000316	 -0.000388
2.000000	 0.000006	 0.000409	 -0.000398
3.000000	 -0.000309	 0.000200	 0.001414
4.000000	 -0.000420	 -0.001282	 -0.002209
5.000000	 0.000717	 -0.001458	 -0.003137
6.000000	 -0.000369	 0.001069	 0.000517
7.000000	 -0.000293	 -0.000643	 -0.003129
8.000000	 -0.001485	 0.001833	 -0.000384
9.000000	 -0.000285	 -0.000314	 -0.000390
10.000000	 0.000797	 -0.000512	 -0.003128
11.000000	 -0.001150	 0.002550	 0.003230
12.000000	 0.000959	 -0.000432	 -0.001314
13.000000	 -0.000511	 0.002264	 -0.002177
14.000000	 -0.000681	 0.000507	 0.002311
15.000000	 0.000676	 0.002063	 0.001435
16.000000	 0.000102	 -0.001510	 -0.001300
17.000000	 -0.000644	 -0.000540	 -0.000388
18.000000	 0.000796	 -0.000565	 0.002310
19.000000	 -0.000022	 0.001300	 -0.000397
20.000000	 -0.000260	 -0.001199	 -0.000400
21.000000	 0.000004	 0.000407	 0.000501
22.000000	 0.002085	 -0.000661	 0.002291
23.000000	 -0.001474	 0.001325	 -0.003099
24.000000	 0.000004	 0.000408	 0.000500
25.000000	 0.001039	 -0.001295	 0.000485
26.000000	 -0.000836	 0.000795	 -0.000393
27.000000	 0.001010	 -0.000949	 -0.001305
28.000000	 -0.001479	 -0.000847	 -0.001324
29.000000	 -0.000053	 0.000332	 0.004129
30.000000	 0.000347	 -0.001384	 0.001416
31.000000	 -0.000837	 0.000796	 -0.000395
32.000000	 -0.000121	 -0.001125	 0.001407
33.000000	 0.001175	 0.002368	 0.002333
34.000000	 -0.000215	 0.000303	 -0.002222
35.000000	 -0.000508	 0.000109	 -0.001313
36.000000	 0.000409	 0.000099	 0.002316
37.000000	 -0.001560	 0.002656	 0.003243
38.000000	 -0.000041	 -0.000129	 -0.003119
39.000000	 -0.000368	 -0.001246	 -0.001316
40.000000	 -0.000215	 0.000304	 -0.002224
41.000000	 0.001038	 -0.000023	 -0.001303
42.000000	 -0.000182	 -0.000248	 -0.000397
43.000000	 0.001009	 -0.000945	 -0.001310
44.000000	 -0.000533	 -0.000806	 -0.000421
45.000000	 0.000168	 -0.000403	 0.002298
46.000000	 -0.000535	 0.000999	 -0.001309
47.000000	 -0.000697	 0.000920	 -0.003124
48.000000	 -0.000453	 0.000190	 -0.004947
49.000000	 0.000597	 -0.000657	 -0.000416
50.000000	 0.000340	 0.000642	 -0.001323
