0.001	0.001	0.006	0.003	-0.022	0.010
0.002	-0.001	0.009	-0.009	-0.043	-0.003
0.003	-0.002	0.005	-0.005	-0.038	0.001
0.002	0.001	0.004	0.020	-0.037	0.018
-0.000	-0.001	0.006	0.012	-0.004	0.010
0.001	-0.001	0.009	0.008	-0.015	0.019
0.003	0.000	0.007	0.016	-0.019	0.010
0.001	-0.003	0.010	-0.006	-0.022	0.024
0.001	0.001	0.009	0.002	-0.014	0.010
0.002	-0.001	0.006	-0.002	-0.040	0.010
0.002	-0.001	0.005	0.005	-0.021	0.023
0.001	0.001	0.009	0.009	-0.026	0.010
0.002	-0.000	0.005	0.019	-0.032	0.001
0.003	0.003	0.005	0.031	-0.027	0.005
0.002	0.001	0.007	0.013	-0.025	0.032
0.002	-0.000	0.004	-0.001	-0.013	0.014
0.003	-0.001	0.007	0.015	-0.032	0.033
0.001	-0.002	0.006	-0.012	-0.022	0.015
0.004	0.002	0.009	0.026	-0.034	0.024
0.002	0.001	0.006	0.013	-0.017	0.019
0.003	0.001	0.002	0.003	-0.035	0.010
0.002	-0.002	0.007	-0.002	-0.036	0.019
0.003	-0.002	0.006	0.001	-0.035	0.015
0.001	-0.001	0.004	0.002	-0.018	0.019
0.001	-0.002	0.005	0.002	-0.014	0.001
0.002	0.001	0.009	0.006	-0.021	0.019
-0.000	-0.001	0.007	0.005	-0.023	0.010
0.002	-0.000	0.004	0.013	-0.013	0.014
0.005	-0.001	0.005	-0.005	-0.063	0.006
0.001	-0.001	0.004	0.009	-0.030	0.018
0.004	-0.001	0.004	-0.001	-0.037	0.010
0.002	-0.001	0.004	0.006	-0.036	0.010
0.001	-0.003	0.006	-0.012	-0.034	0.010
0.002	-0.001	0.005	0.005	-0.021	0.010
0.002	-0.001	0.005	0.005	-0.020	-0.004
-0.001	-0.001	0.006	-0.005	-0.009	0.005
0.003	-0.003	0.004	-0.019	-0.019	0.024
0.002	-0.000	0.010	0.012	-0.028	0.001
0.002	-0.001	0.006	-0.015	-0.017	0.010
0.001	0.001	0.007	0.009	-0.042	0.023
0.001	0.001	0.004	0.030	-0.030	0.009
0.003	-0.001	0.005	0.002	-0.038	0.006
0.002	-0.001	0.007	-0.002	-0.025	0.024
0.002	-0.000	0.007	0.012	-0.036	0.014
0.004	-0.001	0.006	0.005	-0.018	0.010
0.001	0.001	0.006	0.010	-0.034	0.010
0.003	-0.002	0.004	-0.005	-0.031	0.015
0.002	0.001	0.010	0.006	-0.028	0.006
0.002	0.001	0.005	0.006	-0.021	0.019
0.001	-0.002	0.006	0.001	-0.023	0.028
0.002	-0.000	0.010	0.005	-0.017	0.028
0.003	-0.002	0.006	-0.012	-0.035	0.015
0.003	0.001	0.004	0.017	-0.042	0.010
0.000	0.001	0.009	0.013	-0.020	0.019
0.002	-0.001	0.007	-0.002	-0.024	0.010
0.001	0.001	0.002	-0.003	-0.034	0.009
0.003	-0.001	0.006	-0.005	-0.012	0.033
0.002	-0.000	0.007	0.005	-0.025	0.015
0.003	0.000	0.006	0.002	-0.011	0.010
0.002	0.001	0.006	0.020	-0.028	0.005
0.003	0.002	0.005	0.003	-0.015	0.001
0.002	0.001	0.005	0.006	-0.021	0.019
0.001	-0.001	-0.000	0.017	-0.018	0.018
-0.001	0.002	0.006	-0.003	-0.010	0.014
0.003	0.001	0.007	0.009	-0.031	0.010
0.003	-0.002	0.002	-0.011	-0.035	0.014
0.003	0.001	0.005	0.003	-0.027	0.010
0.002	-0.001	0.006	0.005	-0.028	0.010
0.002	-0.002	0.006	-0.002	-0.029	0.019
0.003	0.001	0.005	0.003	-0.027	0.010
0.005	0.002	0.007	0.016	-0.043	0.001
0.002	-0.001	0.007	-0.002	-0.024	0.010
-0.001	-0.001	0.007	0.022	0.006	0.018
0.002	-0.001	0.002	0.006	-0.028	-0.004
0.001	0.001	0.010	0.022	-0.010	0.010
0.002	-0.000	0.004	0.013	-0.013	0.014
0.002	-0.000	0.007	0.012	-0.013	0.014
-0.000	0.001	0.005	0.027	-0.020	0.005
0.003	-0.001	0.004	-0.011	-0.031	0.019
0.005	0.000	0.006	0.016	-0.048	0.024
0.004	-0.000	0.005	0.006	-0.045	0.015
0.002	0.002	0.006	0.014	-0.029	0.010
0.003	0.004	0.004	0.032	-0.031	-0.004
-0.000	-0.001	0.007	-0.008	-0.023	-0.003
0.003	0.000	0.005	0.016	-0.027	0.023
0.001	-0.001	0.002	-0.004	-0.022	0.005
0.004	-0.001	0.009	-0.002	-0.045	0.011
0.001	-0.002	0.009	-0.012	-0.038	0.015
0.002	-0.001	0.006	-0.002	-0.017	0.023
0.001	0.001	0.009	0.009	-0.026	0.010
0.003	0.001	0.007	-0.011	-0.042	0.010
0.000	0.000	0.006	-0.001	-0.016	0.014
0.001	-0.001	0.006	-0.005	-0.023	0.032
0.000	0.001	0.007	0.019	-0.001	0.018
0.003	0.000	0.004	0.023	-0.031	0.023
0.002	-0.000	0.004	-0.007	-0.025	0.014
0.003	-0.002	0.004	-0.005	-0.030	0.001
0.002	0.001	0.009	0.006	-0.021	0.019
0.001	-0.001	0.005	-0.011	-0.026	0.005
0.003	-0.001	0.007	0.002	-0.031	0.006
0.005	0.000	0.004	-0.004	-0.044	0.010
0.002	-0.001	0.005	-0.008	-0.021	0.023
0.001	-0.002	0.009	-0.006	-0.026	0.015
0.000	0.001	0.005	0.006	-0.008	0.005
0.004	-0.001	0.006	-0.015	-0.030	0.024
0.001	0.002	0.004	0.017	-0.019	0.027
0.004	-0.001	0.009	-0.002	-0.044	-0.003
0.002	-0.004	0.007	-0.030	-0.024	0.015
0.001	0.001	0.004	0.010	-0.018	0.009
0.002	0.001	0.009	0.026	-0.009	0.005
0.004	-0.003	0.010	-0.010	-0.029	0.006
0.003	0.000	0.004	0.003	-0.019	0.010
0.003	0.002	0.009	0.009	-0.027	0.001
0.002	-0.001	0.011	-0.009	-0.013	0.024
0.003	-0.001	0.006	-0.012	-0.024	0.033
0.003	0.002	0.006	0.016	-0.024	0.028
0.002	-0.001	0.010	-0.016	-0.017	0.011
0.002	-0.002	0.007	-0.002	-0.036	0.019
0.003	0.001	0.011	-0.005	-0.031	0.011
0.004	-0.001	0.005	-0.015	-0.021	-0.003
0.000	0.000	0.004	0.006	-0.012	0.014
0.002	-0.001	0.002	-0.015	-0.017	0.010
0.002	0.000	0.007	-0.001	-0.036	0.001
0.002	-0.001	0.005	0.005	-0.021	0.010
0.002	-0.000	0.004	-0.001	-0.013	0.001
0.000	0.001	0.006	-0.000	-0.027	0.005
0.004	-0.000	0.005	-0.015	-0.033	0.015
0.001	-0.001	0.004	-0.011	-0.018	0.005
0.000	0.001	0.005	-0.007	-0.008	0.018
0.002	-0.000	0.005	-0.001	-0.021	0.014
0.003	-0.002	0.007	-0.019	-0.031	0.015
0.003	0.001	0.002	0.003	-0.035	0.010
-0.001	-0.001	0.004	-0.011	-0.005	-0.009
0.004	0.001	0.006	0.006	-0.041	0.019
0.003	-0.001	0.006	0.002	-0.023	0.019
0.004	-0.000	0.005	-0.008	-0.045	0.001
0.004	0.001	0.006	0.006	-0.041	0.019
0.001	0.001	0.005	0.003	-0.014	0.010
0.004	-0.000	0.007	0.005	-0.037	0.001
0.003	-0.001	0.006	-0.012	-0.023	0.019
0.002	0.000	-0.001	-0.020	-0.040	0.001
0.003	0.002	0.002	0.004	-0.023	0.014
-0.001	0.002	0.006	0.010	-0.010	0.014
0.004	-0.001	0.006	-0.009	-0.041	0.024
0.001	0.002	0.009	0.009	-0.015	0.014
0.001	0.002	0.007	0.010	-0.030	0.001
0.003	-0.001	0.009	-0.012	-0.039	0.020
0.002	0.002	0.006	-0.014	-0.029	0.023
0.002	-0.000	0.009	-0.009	-0.009	0.001
0.004	0.001	0.005	-0.000	-0.045	0.019
0.003	-0.002	0.007	-0.019	-0.031	0.015
0.003	0.002	0.005	0.017	-0.038	0.001
0.002	0.002	0.004	0.007	-0.025	0.023
0.001	0.001	0.004	-0.004	-0.019	0.023
0.002	-0.001	0.006	-0.022	-0.028	0.010
-0.001	0.001	0.004	-0.010	0.006	0.009
0.001	0.002	0.007	0.016	-0.018	0.014
0.002	-0.000	0.006	-0.001	-0.029	0.028
0.001	0.001	0.005	-0.011	-0.014	0.010
0.002	0.001	0.005	0.013	-0.033	0.019
0.001	-0.001	0.002	-0.004	-0.022	0.005
0.003	0.001	0.005	-0.011	-0.027	-0.003
0.000	-0.001	0.007	-0.009	-0.000	0.010
-0.001	0.001	0.006	-0.004	0.002	0.009
0.004	-0.001	0.004	-0.008	-0.048	-0.003
0.002	0.001	0.005	0.006	-0.021	0.005
0.001	0.001	0.001	0.003	-0.014	0.009
0.002	0.002	0.007	-0.000	-0.036	0.010
0.002	0.001	0.005	0.006	-0.021	0.005
0.002	0.001	0.007	-0.001	-0.025	0.032
0.002	-0.001	0.005	-0.008	-0.021	0.010
0.002	0.001	0.007	-0.001	-0.024	0.006
0.003	0.001	0.005	0.003	-0.027	-0.003
0.001	-0.001	0.004	-0.025	-0.018	0.019
0.001	-0.002	0.007	-0.026	-0.029	0.001
0.002	0.002	0.010	-0.001	-0.029	0.010
0.002	-0.001	0.007	-0.022	-0.013	0.010
0.001	0.001	0.002	-0.003	-0.034	0.009
0.001	0.001	0.011	-0.012	-0.007	0.024
0.002	0.001	0.002	0.007	-0.029	0.018
0.002	0.002	0.006	0.007	-0.017	0.010
0.003	-0.001	0.007	-0.019	-0.019	0.006
0.003	0.001	0.001	0.010	-0.039	0.010
0.001	0.001	0.007	-0.004	-0.018	0.010
0.000	0.000	0.007	-0.021	-0.012	0.001
0.000	0.000	0.006	-0.008	-0.004	0.014
0.001	-0.002	0.004	-0.012	-0.006	0.001
0.001	-0.001	0.007	-0.025	-0.018	0.006
0.002	0.001	0.006	-0.007	-0.029	0.019
0.003	0.001	0.006	-0.004	-0.023	-0.003
0.004	-0.000	0.004	-0.014	-0.025	0.001
0.001	0.002	0.009	-0.004	-0.015	0.014
0.002	-0.001	0.005	-0.015	-0.032	0.010
0.000	0.002	0.007	0.013	-0.000	0.009
0.002	-0.000	0.005	0.006	-0.032	0.014
0.003	0.002	0.006	0.003	-0.024	0.028
0.002	-0.000	0.002	-0.021	-0.017	0.028
0.001	0.001	0.004	-0.004	-0.018	-0.004
0.002	0.001	0.002	0.000	-0.040	0.005
0.003	-0.001	0.005	-0.018	-0.027	0.019
0.002	0.001	0.010	-0.001	-0.040	0.006
0.004	0.001	0.007	-0.008	-0.026	0.033
0.002	-0.001	0.002	-0.021	-0.028	-0.004
0.003	0.002	0.009	-0.004	-0.027	0.015
0.002	0.001	0.009	0.013	-0.032	0.006
0.003	0.001	0.005	-0.011	-0.027	0.010
0.003	0.002	0.005	-0.010	-0.039	0.014
0.003	-0.001	0.009	-0.012	-0.038	-0.007
0.000	0.000	0.005	-0.028	-0.008	0.001
0.002	0.001	0.006	-0.007	-0.028	0.005
0.003	-0.002	0.002	-0.032	-0.046	0.001
0.003	0.001	0.002	0.003	-0.035	0.010
-0.000	0.002	0.003	0.021	-0.004	-0.005
0.000	0.001	0.007	-0.008	0.000	-0.008
0.002	-0.001	0.006	-0.008	-0.028	0.010
-0.000	-0.001	0.004	-0.001	-0.012	0.009
0.002	-0.000	0.009	-0.002	-0.021	0.015
0.001	-0.001	0.005	-0.018	-0.014	-0.008
0.000	0.000	0.005	-0.014	-0.009	0.028
0.003	-0.001	0.010	-0.012	-0.023	0.006
0.003	0.001	0.004	-0.004	-0.031	0.010
0.002	-0.001	0.002	-0.015	-0.017	0.010
0.002	0.002	0.005	0.021	-0.032	0.009
0.003	-0.002	0.007	-0.026	-0.019	0.002
