-0.001	-0.001	0.000	-0.004	0.007	-0.009
-0.000	0.001	0.003	0.000	-0.003	-0.022
-0.001	0.002	0.001	0.011	-0.001	-0.027
0.001	0.001	0.001	0.003	-0.014	-0.004
-0.003	0.001	0.004	0.017	0.020	-0.018
-0.001	-0.003	0.004	-0.019	0.007	-0.004
-0.002	0.000	0.000	0.000	0.013	-0.000
0.001	-0.001	0.003	-0.018	0.002	-0.022
0.000	-0.001	0.007	-0.022	0.000	-0.003
-0.001	0.001	-0.005	-0.002	0.003	-0.019
-0.001	0.001	0.004	0.003	0.007	-0.031
-0.001	-0.001	0.003	-0.024	0.003	-0.009
-0.001	-0.001	0.000	-0.010	0.018	-0.009
-0.001	0.001	0.004	-0.004	0.019	-0.018
-0.001	0.001	0.003	-0.010	-0.009	-0.004
-0.001	0.002	0.000	0.025	0.007	-0.027
-0.001	0.001	0.006	0.009	0.003	-0.018
0.001	-0.002	0.001	0.002	-0.013	-0.013
-0.002	0.001	0.002	0.014	0.009	-0.009
-0.001	-0.002	0.004	-0.012	0.007	-0.013
-0.001	-0.001	0.004	-0.011	-0.005	0.005
-0.003	-0.000	0.005	-0.011	0.000	-0.022
-0.002	-0.001	0.005	-0.008	0.029	-0.018
-0.003	-0.000	-0.001	-0.010	0.015	-0.009
-0.001	0.001	0.003	0.003	-0.009	-0.018
0.001	-0.004	0.002	-0.026	0.002	-0.021
-0.002	0.000	0.000	-0.006	0.002	-0.027
-0.003	-0.002	0.002	0.002	0.004	-0.027
-0.001	-0.001	0.002	-0.004	-0.009	-0.009
-0.001	-0.001	-0.000	0.010	0.006	0.004
-0.002	-0.001	0.005	-0.001	-0.006	-0.018
-0.000	-0.001	0.004	-0.001	-0.011	-0.017
-0.002	-0.002	-0.001	-0.001	0.021	-0.009
-0.003	-0.002	0.005	-0.012	0.012	-0.013
-0.003	-0.000	0.005	-0.004	0.012	-0.009
-0.003	0.002	-0.001	0.011	0.027	-0.014
-0.001	-0.002	0.004	-0.005	-0.005	-0.013
-0.002	0.001	0.004	0.021	-0.010	-0.009
-0.003	0.002	-0.005	0.012	0.027	-0.028
-0.003	-0.000	0.007	-0.011	0.008	-0.022
-0.001	-0.002	0.007	-0.026	0.007	-0.012
-0.003	-0.002	0.002	-0.004	0.015	-0.000
-0.003	-0.002	0.005	-0.005	0.000	-0.013
-0.002	0.003	0.009	0.013	0.005	-0.004
0.000	-0.000	-0.001	-0.013	0.008	-0.013
-0.003	-0.000	0.003	-0.017	0.004	-0.022
-0.002	-0.002	0.004	-0.015	-0.011	0.005
-0.003	-0.000	0.000	-0.010	0.007	0.004
-0.004	-0.001	0.001	-0.021	0.019	-0.032
-0.002	0.001	0.003	0.014	-0.014	-0.009
-0.001	-0.001	0.000	-0.010	-0.005	-0.009
-0.002	-0.001	0.004	-0.008	0.013	-0.018
-0.003	-0.001	-0.000	0.010	0.019	-0.010
-0.002	-0.002	0.003	-0.021	-0.014	-0.022
-0.003	-0.000	0.005	0.003	0.000	-0.022
-0.001	-0.000	0.004	-0.004	-0.017	-0.009
-0.001	-0.002	0.001	-0.018	-0.013	-0.013
-0.004	0.000	0.001	-0.007	0.030	-0.027
