filename, foot,foot2, direction, MeanX, MeanY, MeanZ, IntergralX, IntergralY, IntergralZ, MinX, MinY, MinZ, MaxX, MaxY, MaxZ,bodymass,SVL,TL
Gecko_18_run_02.avi, fore,FR, up,0.031364,0.016897,0.00566,0.000862,0.000465,0.000155,-0.005156,-0.008938,-0.014015,0.06534,0.038542,0.015704,3.53,424,437.12
Gecko_18_run_03.avi, fore,FR, down,0.001541,0.004418,-0.005872,0.000024,0.000069,-0.000091,-0.010299,-0.002484,-0.022841,0.011046,0.028386,-0.000362,3.53,424,437.12
Gecko_18_run_03.avi, hind,HR, down,-0.019583,0.05946,0.006197,-0.000411,0.001248,0.00013,-0.031329,0.000633,-0.003693,-0.003837,0.093112,0.01449,3.53,424,437.12
Gecko_18_run_04.avi, fore,FL, down,-0.00093,0.010198,-0.00724,-0.00002,0.000213,-0.000151,-0.008921,-0.000332,-0.02458,0.023654,0.050329,-0.000382,3.53,424,437.12
Gecko_18_run_04.avi, hind,HL, down,0.028141,0.038036,0.000558,0.000751,0.001015,0.000015,-0.002482,0.000261,-0.006506,0.061038,0.069597,0.008929,3.53,424,437.12
Gecko_18_run_05.avi, fore,FL, up,-0.008139,0.013708,0.004758,-0.00037,0.000624,0.000217,-0.0183,-0.011112,-0.007927,0.00286,0.037858,0.013252,3.53,424,437.12
Gecko_18_run_05.avi, hind,HL, up,0.015527,0.022053,-0.003795,0.000801,0.001138,-0.000195,-0.003518,-0.00659,-0.006854,0.03685,0.046152,0.000167,3.53,424,437.12
Gecko_18_run_08.avi, fore,FR, down,0.002792,0.008206,-0.003405,0.000049,0.000142,-0.000059,-0.008869,-0.003338,-0.024163,0.022812,0.048365,0.002189,3.53,424,437.12
Gecko_18_run_08.avi, hind,HR, down,-0.015976,0.041097,0.002701,-0.000326,0.000838,0.000055,-0.037818,0.001424,-0.006213,0.002331,0.058778,0.006309,3.53,424,437.12
Gecko_18_run_09.avi, fore,FL, up,-0.005998,0.010673,0.002428,-0.00024,0.000428,0.000097,-0.015514,-0.009858,-0.007623,0.004577,0.027498,0.007043,3.53,424,437.12
Gecko_18_run_09.avi, hind,HL, up,0.008882,0.017678,-0.001159,0.000368,0.000732,-0.000048,-0.002427,-0.000576,-0.005407,0.020174,0.03417,0.001309,3.53,424,437.12
Gecko_18_run_10.avi, fore,FR, down,-0.004171,0.004293,-0.004077,-0.000068,0.00007,-0.000067,-0.02454,-0.003212,-0.026954,0.003261,0.015962,0.002082,3.53,424,437.12
Gecko_18_run_10.avi, hind,HR, down,-0.01477,0.037113,0.003715,-0.000252,0.000634,0.000064,-0.024929,-0.000921,-0.006975,0.002095,0.061071,0.010763,3.53,424,437.12
Gecko_18_run_11.avi, fore,FR, down,-0.002502,0.009942,-0.005208,-0.000036,0.000143,-0.000075,-0.023706,-0.002042,-0.032797,0.022621,0.046905,0.002858,3.53,424,437.12
Gecko_18_run_11.avi, hind,HR, down,-0.015308,0.043482,0.009226,-0.000301,0.000856,0.000182,-0.035843,0.000094,-0.000933,0.004949,0.074789,0.017279,3.53,424,437.12
Gecko_18_run_12.avi, hind,HL, up,0.008129,0.018234,-0.001386,0.000323,0.000724,-0.000055,-0.000304,0.001074,-0.004744,0.020434,0.034852,0.000605,3.53,424,437.12
Gecko_18_run_13.avi, fore,FL, down,0.001742,0.010141,-0.005494,0.000055,0.00032,-0.000174,-0.009086,-0.001792,-0.0165,0.017027,0.039838,0.000478,3.53,424,437.12
Gecko_18_run_13.avi, hind,HL, down,0.020864,0.032098,0.003132,0.000659,0.001014,0.000099,-0.000537,0.000617,-0.00026,0.030308,0.047687,0.006148,3.53,424,437.12
Gecko_18_run_14.avi, fore,FL, up,-0.011772,0.005968,0.004,-0.000494,0.000251,0.000168,-0.02552,-0.002239,-0.006848,0.002705,0.019605,0.010623,3.53,424,437.12
Gecko_18_run_15.avi, fore,FR, down,0.001359,0.00782,-0.003691,0.000021,0.000118,-0.000056,-0.007517,0.000409,-0.021341,0.012533,0.030504,0.000432,3.53,424,437.12
Gecko_18_run_15.avi, hind,HR, down,0.000905,0.043308,0.002656,0.000019,0.000896,0.000055,-0.017535,-0.001061,-0.003146,0.015466,0.069504,0.009696,3.53,424,437.12
Gecko_18_run_16.avi, fore,FL, up,-0.003833,0.012625,0.002001,-0.000176,0.00058,0.000092,-0.010381,-0.015786,-0.00892,0.004948,0.03343,0.008523,3.53,424,437.12
Gecko_18_run_16.avi, hind,HL, up,0.016637,0.036658,-0.00048,0.000666,0.001467,-0.000019,-0.00549,-0.006541,-0.009931,0.03351,0.068797,0.00589,3.53,424,437.12
Gecko_18_run_17.avi, fore,FL, up,-0.003519,0.014668,0.004639,-0.000213,0.00089,0.000282,-0.006998,-0.003869,-0.00537,0.003275,0.027559,0.01018,3.53,424,437.12
Gecko_18_run_20.avi, fore,FR, up,-0.009995,0.003279,0.002154,-0.00034,0.000112,0.000073,-0.023617,-0.017487,-0.014943,0.006175,0.011946,0.00719,3.53,424,437.12
Gecko_18_run_21.avi, hind,HL, up,0.001138,0.014054,-0.003697,0.000052,0.000645,-0.00017,-0.010302,-0.008395,-0.009685,0.016298,0.02945,0.00075,3.53,424,437.12
Gecko_18_run_22.avi, fore,FL, up,-0.006202,0.012347,0.001877,-0.000323,0.000643,0.000098,-0.01256,-0.014183,-0.007287,0.000223,0.031235,0.005907,3.53,424,437.12
Gecko_18_run_22.avi, hind,HL, up,0.00387,0.014442,-0.001866,0.000217,0.00081,-0.000105,-0.004973,-0.005206,-0.006,0.011547,0.028234,0.001757,3.53,424,437.12
