,name,direction,species,run,ID,speed,dutyfactor,stepphase,foot,body_angle,stride_length_F,stride_length_H,stride_frequency,width_F,width_H,midwrist_F,midwrist_H,limbROM_F,limbROM_H,spineROM_F,spineROM_H,CROM_F,CROM_H,diag,Sum_toe_F,Mean_toe_F,Sum_toe_H,Mean_toe_H,Mean_toe_align_F_to,Mean_toe_align_F_to1,Mean_toe_align_F_tm,Mean_toe_align_F_ti1,Mean_toe_align_F_ti,Mean_toe_align_H_to,Mean_toe_align_H_to1,Mean_toe_align_H_tm,Mean_toe_align_H_ti1,Mean_toe_align_H_ti,individual,SVL,conversion_factor,rel_stride_length_F,rel_width_F,rel_width_H,rel_speed
1,hfren11_down_01_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,1,hfren11_down_01,6900.966667,0.48,1,FL,NA,NA,NA,12.82,169.6833333,187.3166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.398317684,0.439710485,16.19945227
2,hfren11_down_01_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,1,hfren11_down_01,6668.793333,0.48,2,FL,3.095241096,121.0769899,NA,12.82,169.6833333,187.3166667,NA,NA,63.22503657,NA,15.40188074,NA,-32.16825786,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,0.284218286,0.398317684,0.439710485,15.65444444
3,hfren11_down_01_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,1,hfren11_down_01,5221.839286,0.48,3,FL,1.41627905,143.071823,168.8650422,12.82,169.6833333,187.3166667,18.59104178,118.8205201,81.00311687,96.98536267,17.22317091,17.22317091,-25.52637126,22.48682398,137.4115619,23.78432524,55.49675889,12.75284289,44.63495012,-93.98919583,-32.35663333,25.29873638,80.57879081,134.8000327,-175.9217211,118.6537332,69.94176869,31.54181709,NA,hfren11,426,0.6,0.33584935,0.398317684,0.439710485,12.2578387
4,hfren11_down_01_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,1,hfren11_down_01,3606.65625,0.48,4,FL,8.909767817,158.9196058,166.6906796,12.82,169.6833333,187.3166667,NA,142.9820738,69.85635854,86.66383284,18.75074851,16.81699864,-27.12480415,26.97865306,NA,0,NA,19.7444388,39.4888776,NA,NA,NA,NA,NA,-147.1268685,145.9769675,98.43870442,62.25586788,29.3250462,hfren11,426,0.6,0.373050718,0.398317684,0.439710485,8.466329225
5,hfren11_down_01_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,1,hfren11_down_01,669.4569444,0.48,5,FL,5.366962945,137.1590768,137.1590768,12.82,169.6833333,187.3166667,41.49489806,135.7917983,65.95305038,94.77604014,17.88672105,18.13345121,-39.83957022,26.85677257,177.2866964,144.5478352,53.89919278,94.53073707,35.24874942,NA,-15.13770975,30.92249892,84.34598296,146.5679695,-146.5834875,140.8042749,96.53403514,58.43488798,34.60828811,hfren11,426,0.6,0.321969664,0.398317684,0.439710485,1.571495175
6,hfren11_down_01_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,1,hfren11_down_01,6900.966667,0.48,1,FR,NA,99.96171771,NA,12.82,169.6833333,187.3166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,0.23465192,0.398317684,0.439710485,16.19945227
7,hfren11_down_01_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,1,hfren11_down_01,6668.793333,0.48,2,FR,3.095241096,122.7198135,145.3154334,12.82,169.6833333,187.3166667,23.37762733,90.64359558,NA,NA,NA,NA,NA,NA,114.0212229,0,NA,112.1141416,37.37138054,NA,-47.44846552,0.75578798,59.16575089,124.9993665,-174.5667696,114.0048717,65.6432185,23.91009498,1.126345216,hfren11,426,0.6,0.28807468,0.398317684,0.439710485,15.65444444
8,hfren11_down_01_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,1,hfren11_down_01,5221.839286,0.48,3,FR,1.41627905,144.7626896,162.6650922,12.82,169.6833333,187.3166667,18.4803033,96.03965017,NA,89.74409445,NA,17.79564549,NA,22.60164737,114.5199535,170.6940247,56.89800825,80.8040474,47.13569432,NA,-42.89808915,1.019630927,56.61819458,124.3957783,-173.0144578,113.1776266,60.23547409,19.84245698,NA,hfren11,426,0.6,0.33981852,0.398317684,0.439710485,12.2578387
9,hfren11_down_01_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,1,hfren11_down_01,3606.65625,0.48,4,FR,8.909767817,123.1623113,177.3252515,12.82,169.6833333,187.3166667,36.18768939,101.8657077,NA,97.54799504,NA,14.79995964,NA,26.5528247,138.0533971,139.7492688,46.5830896,113.7049027,41.34723734,NA,-24.76031842,2.08438371,46.66738548,115.9503554,-142.0172361,132.9914668,83.14896909,33.04605149,12.04539255,hfren11,426,0.6,0.289113407,0.398317684,0.439710485,8.466329225
10,hfren11_down_01_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,1,hfren11_down_01,4362.944792,0.48,5,FR,2.630742042,13.67457069,8.130804927,12.82,169.6833333,187.3166667,23.56349001,98.38604975,NA,NA,NA,NA,NA,NA,121.9495398,171.2318483,57.07728276,124.7219694,41.5739898,-101.4216556,-45.49737243,3.795304136,63.5792417,129.1006014,-164.9696726,127.1645732,78.31779443,26.91475392,1.432808223,hfren11,426,0.6,0.032099931,0.398317684,0.439710485,10.24165444
11,hfren11_down_01_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,1,hfren11_down_01,160.0103448,0.48,6,FR,5.744372725,13.67457069,8.130804927,12.82,169.6833333,187.3166667,39.29070661,94.6128481,NA,88.20724999,NA,19.88290086,NA,20.14568578,133.9035547,159.8640789,53.28802631,123.1491583,41.76988996,-83.9357405,-31.44017073,9.895164967,63.78434248,128.6527755,-154.1886316,128.2105478,67.00137959,24.45198998,3.116462126,hfren11,426,0.6,0.032099931,0.398317684,0.439710485,0.375611138
12,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,1632.280556,0.5,1,FL,0.01504389,NA,0,13.95,182.0366667,166.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.427316119,0.390140845,3.831644497
13,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,3604.953571,0.5,2,FL,1.004137237,NA,144.8029784,13.95,182.0366667,166.2,NA,NA,27.41542125,89.14762841,17.54028185,11.81573167,-46.17146398,19.15565905,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.427316119,0.390140845,8.462332327
14,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,4706.864286,0.5,3,FL,3.012920613,139.2912037,158.7768651,13.95,182.0366667,166.2,NA,NA,47.6552373,98.35128824,16.59642005,16.36069179,-32.38832893,15.83787737,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,0.326974657,0.427316119,0.390140845,11.0489772
15,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,4658.956944,0.5,4,FL,5.195324251,143.42683,180.0917224,13.95,182.0366667,166.2,NA,NA,39.87813055,89.55563141,16.15376197,16.15376197,-39.66685095,23.13744178,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,0.3366827,0.427316119,0.390140845,10.93651865
16,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,5138.040476,0.5,5,FL,1.541256724,144.4445831,176.3579417,13.95,182.0366667,166.2,NA,NA,61.72263045,88.76828804,16.54759022,17.98633639,-36.14258363,30.36314288,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,0.339071791,0.427316119,0.390140845,12.06112788
17,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,4752.4875,0.5,6,FL,1.320874199,NA,NA,13.95,182.0366667,166.2,NA,NA,60.34688554,80.73739718,16.45004736,15.56238699,-37.22145795,31.67298913,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.427316119,0.390140845,11.15607394
18,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,NA,0.5,7,FL,NA,NA,NA,13.95,182.0366667,166.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.427316119,0.390140845,NA
19,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,NA,0.5,8,FL,NA,NA,NA,13.95,182.0366667,166.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.427316119,0.390140845,NA
20,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,1223.586667,0.5,1,FR,NA,NA,NA,13.95,182.0366667,166.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.427316119,0.390140845,2.872269171
21,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,3459.666667,0.5,2,FR,0.044083006,69.743827,146.3724222,13.95,182.0366667,166.2,NA,122.4205157,NA,59.52289493,NA,8.851591037,NA,36.06342216,NA,0,NA,55.95068076,37.30045384,NA,NA,NA,NA,NA,-150.1038939,143.7726944,99.92178561,54.5930751,32.92030684,hfren11,426,0.6,0.163717904,0.427316119,0.390140845,8.121283255
22,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,3665.181944,0.5,3,FR,1.159306423,106.2806759,147.6888313,13.95,182.0366667,166.2,48.30647983,122.4205157,NA,NA,NA,NA,NA,NA,170.7269955,142.4253214,47.47510715,111.9013615,37.30045384,-61.58916425,7.380472469,46.67329343,92.82485395,149.4126441,-150.1038939,143.7726944,99.92178561,54.5930751,32.92030684,hfren11,426,0.6,0.249485155,0.427316119,0.390140845,8.603713485
23,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,4706.864286,0.5,4,FR,3.012920613,92.59543158,173.8672504,13.95,182.0366667,166.2,20.79548902,121.2086243,NA,NA,NA,NA,NA,NA,142.0041133,170.6162707,56.87209022,117.0052045,39.00173484,-79.25155832,-38.22380142,11.50544598,70.8076803,133.1471036,-156.5362804,137.8837053,95.97711833,46.14573588,20.1293005,hfren11,426,0.6,0.217360168,0.427316119,0.390140845,11.0489772
24,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,4658.956944,0.5,5,FR,5.195324251,117.273899,170.6322431,13.95,182.0366667,166.2,13.63393123,119.5347196,NA,NA,NA,NA,NA,NA,133.1686508,169.7176055,56.57253518,131.030776,43.67692533,NA,-28.69262314,12.20580756,77.16371983,142.3619381,-158.0702243,130.6047398,84.95473278,28.08906986,0.105284433,hfren11,426,0.6,0.275290843,0.427316119,0.390140845,10.93651865
25,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,5138.040476,0.5,6,FR,1.541256724,129.5545064,168.1518321,13.95,182.0366667,166.2,15.73360423,116.664122,NA,NA,NA,NA,NA,NA,132.3977263,173.2017821,57.73392737,123.9030178,41.30100593,-109.318862,-45.51037071,8.623483051,67.34623715,130.5710935,-154.9720515,137.9681056,89.74023365,34.20162333,12.65977222,hfren11,426,0.6,0.30411856,0.427316119,0.390140845,12.06112788
26,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,4752.4875,0.5,7,FR,1.320874199,NA,NA,13.95,182.0366667,166.2,19.76917426,113.7978827,NA,NA,NA,NA,NA,NA,133.5670569,166.8129545,55.60431816,126.0248547,42.0082849,-114.1684824,-39.17852746,14.8188963,70.45338267,128.9167758,-153.2136992,138.1083549,89.38958812,31.7444248,8.5188245,hfren11,426,0.6,NA,0.427316119,0.390140845,11.15607394
27,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,NA,0.5,8,FR,NA,NA,NA,13.95,182.0366667,166.2,NA,106.8734455,NA,NA,NA,NA,NA,NA,NA,0,NA,133.8324879,44.6108293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.427316119,0.390140845,NA
28,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,NA,0.5,9,FR,NA,NA,NA,13.95,182.0366667,166.2,NA,106.8734455,NA,NA,NA,NA,NA,NA,NA,0,NA,33.45812198,44.6108293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.427316119,0.390140845,NA
29,hfren11_down_03_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,3,hfren11_down_03,NA,NA,10,FR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,NA,NA,NA
30,hfren11_down_04_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,4,hfren11_down_04,1600.373333,0.31,1,FL,0.519888706,NA,NA,16.61,180.1083333,173.2166667,NA,NA,NA,99.36438532,NA,15.037037,NA,9.515826459,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.422789515,0.406611894,3.756744914
31,hfren11_down_04_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,4,hfren11_down_04,5753.397222,0.31,2,FL,1.511480599,NA,NA,16.61,180.1083333,173.2166667,NA,NA,21.5718934,99.36438532,8.271242908,15.037037,-42.57811268,9.515826459,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.422789515,0.406611894,13.50562728
32,hfren11_down_04_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,4,hfren11_down_04,8451.916667,0.31,3,FL,4.664193286,68.67980305,119.4581756,16.61,180.1083333,173.2166667,NA,NA,48.18703423,79.89283839,16.2297056,17.97387809,-43.49573637,20.73444347,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,0.161220195,0.422789515,0.406611894,19.84017997
33,hfren11_down_04_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,4,hfren11_down_04,6952.55,0.31,4,FL,9.271627383,71.18885657,122.9420696,16.61,180.1083333,173.2166667,NA,NA,39.58945339,95.24524728,14.05766613,14.05766613,-44.37951662,21.23149662,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,0.167109992,0.422789515,0.406611894,16.32053991
34,hfren11_down_04_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,4,hfren11_down_04,6376.531667,0.31,5,FL,3.343171806,109.4569674,158.3578965,16.61,180.1083333,173.2166667,NA,NA,41.66155249,90.94713763,17.36268003,17.36268003,-44.36732947,28.41621477,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,0.256941238,0.422789515,0.406611894,14.96838419
35,hfren11_down_04_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,4,hfren11_down_04,NA,0.31,6,FL,4.172377973,NA,NA,16.61,180.1083333,173.2166667,NA,133.8961541,NA,85.28416581,11.30736211,11.30736211,NA,29.65077277,NA,0,NA,1.774017678,36.07169278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.422789515,0.406611894,NA
36,hfren11_down_04_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,4,hfren11_down_04,2558.763462,0.31,1,FR,0.748717604,NA,NA,16.61,180.1083333,173.2166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.422789515,0.406611894,6.006486999
37,hfren11_down_04_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,4,hfren11_down_04,8451.916667,0.31,2,FR,4.664193286,85.85399932,130.722878,16.61,180.1083333,173.2166667,NA,112.5839769,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,-145.6323068,146.2897696,107.0146782,56.77160682,30.37574661,hfren11,426,0.6,0.20153521,0.422789515,0.406611894,19.84017997
38,hfren11_down_04_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,4,hfren11_down_04,6952.55,0.31,3,FR,9.271627383,99.03829021,145.003437,16.61,180.1083333,173.2166667,7.785818264,119.469395,NA,NA,NA,NA,NA,NA,127.2552133,0,NA,124.6721809,41.55739363,NA,NA,NA,NA,NA,-168.4284007,125.2641769,81.40449002,35.66374,-1.270427439,hfren11,426,0.6,0.232484249,0.422789515,0.406611894,16.32053991
39,hfren11_down_04_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,4,hfren11_down_04,6376.531667,0.31,4,FR,3.343171806,27.09970432,129.6363373,16.61,180.1083333,173.2166667,13.45302559,122.221526,NA,NA,NA,NA,NA,NA,135.6745516,0,NA,130.990174,43.66339132,-125.4112576,-57.11032921,2.004000878,66.49523802,130.9245964,-146.1012537,138.9304418,87.66765821,25.80742649,4.684054395,hfren11,426,0.6,0.063614329,0.422789515,0.406611894,14.96838419
40,hfren11_down_04_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,4,hfren11_down_04,NA,0.31,5,FR,2.958911712,23.86657109,NA,16.61,180.1083333,173.2166667,NA,123.0053526,NA,NA,NA,NA,NA,NA,NA,0,NA,134.2339237,44.74464123,NA,NA,NA,NA,NA,-148.6821504,139.5806706,86.69317162,24.67779192,-8.451744402,hfren11,426,0.6,0.056024815,0.422789515,0.406611894,NA
41,hfren11_down_04_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,4,hfren11_down_04,NA,0.31,6,FR,5.385844234,NA,NA,16.61,180.1083333,173.2166667,NA,123.0053526,NA,NA,NA,NA,NA,NA,NA,0,NA,134.2339237,44.74464123,NA,NA,NA,NA,NA,-148.6821504,139.5806706,86.69317162,24.67779192,-8.451744402,hfren11,426,0.6,NA,0.422789515,0.406611894,NA
42,hfren11_down_04_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,4,hfren11_down_04,NA,0.31,7,FR,NA,NA,NA,16.61,180.1083333,173.2166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.422789515,0.406611894,NA
43,hfren11_down_04_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,4,hfren11_down_04,NA,0.31,8,FR,NA,NA,NA,16.61,180.1083333,173.2166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.422789515,0.406611894,NA
44,hfren11_down_04_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,4,hfren11_down_04,NA,0.31,9,FR,NA,NA,NA,16.61,180.1083333,173.2166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.422789515,0.406611894,NA
45,hfren11_down_07_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,7,hfren11_down_07,3863.566667,0.47,1,FL,NA,134.3501271,0,17.15,170.9833333,145.9233333,8.35315177,NA,2.26826565,NA,NA,NA,NA,NA,NA,54.74284834,54.74284834,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,0.315375885,0.401369327,0.342543036,9.069405321
46,hfren11_down_07_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,7,hfren11_down_07,6211.353333,0.47,2,FL,5.507485087,134.3501271,134.3501271,17.15,170.9833333,145.9233333,NA,NA,55.48670076,78.22490546,15.12871366,14.41660999,-39.76946932,30.2516193,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,0.315375885,0.401369327,0.342543036,14.58064163
47,hfren11_down_07_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,7,hfren11_down_07,7179.195833,0.47,3,FL,2.182235963,125.8263503,155.0671495,17.15,170.9833333,145.9233333,NA,NA,63.92360611,89.8751832,15.63649665,15.63649665,-32.22505848,26.60396095,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,0.29536702,0.401369327,0.342543036,16.85257238
48,hfren11_down_07_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,7,hfren11_down_07,5781.07619,0.47,4,FL,2.815779567,134.2295111,134.2295111,17.15,170.9833333,145.9233333,NA,NA,71.14459204,89.66387284,15.06067186,15.06067186,-41.04019412,24.81559114,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,0.315092749,0.401369327,0.342543036,13.57060139
49,hfren11_down_07_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,7,hfren11_down_07,6215.568333,0.47,5,FL,1.429725629,138.9906243,160.6211086,17.15,170.9833333,145.9233333,NA,NA,53.99202259,90.15806444,17.60414687,17.60414687,-35.13991628,28.68025289,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,0.326269071,0.401369327,0.342543036,14.59053599
50,hfren11_down_07_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,7,hfren11_down_07,6259.752778,0.47,6,FL,1.515440843,NA,NA,17.15,170.9833333,145.9233333,NA,120.0691105,50.4686396,86.67298343,14.59876779,14.59876779,-41.45968368,33.52678661,NA,0,NA,19.28230386,38.56460772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.401369327,0.342543036,14.69425535
51,hfren11_down_07_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,7,hfren11_down_07,NA,0.47,7,FL,NA,NA,NA,17.15,170.9833333,145.9233333,NA,120.0691105,NA,NA,NA,NA,NA,NA,NA,0,NA,115.6938232,38.56460772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.401369327,0.342543036,NA
52,hfren11_down_07_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,7,hfren11_down_07,NA,0.47,8,FL,NA,NA,NA,17.15,170.9833333,145.9233333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.401369327,0.342543036,NA
53,hfren11_down_07_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,7,hfren11_down_07,NA,0.47,9,FL,NA,NA,NA,17.15,170.9833333,145.9233333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.401369327,0.342543036,NA
54,hfren11_down_07_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,7,hfren11_down_07,NA,0.47,10,FL,NA,NA,NA,17.15,170.9833333,145.9233333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.401369327,0.342543036,NA
55,hfren11_down_07_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,7,hfren11_down_07,3406.658333,0.47,1,FR,NA,NA,NA,17.15,170.9833333,145.9233333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,NA,0.401369327,0.342543036,7.996850548
56,hfren11_down_07_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,7,hfren11_down_07,4777.383333,0.47,2,FR,NA,99.86370448,NA,17.15,170.9833333,145.9233333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hfren11,426,0.6,0.234421841,0.401369327,0.342543036,11.21451487
57,hfren11_down_07_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,7,hfren11_down_07,6211.353333,0.47,3,FR,5.507485087,86.74605148,136.3369654,17.15,170.9833333,145.9233333,39.8513422,116.4562673,NA,NA,NA,NA,NA,NA,156.3076094,0,NA,120.6538766,40.21795886,-98.48831761,-43.89793186,7.170264876,71.43693004,132.0589182,-139.8018951,144.0379057,97.69592375,51.1453135,19.4658264,hfren11,426,0.6,0.203629229,0.401369327,0.342543036,14.58064163
58,hfren11_down_07_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,7,hfren11_down_07,7179.195833,0.47,4,FR,2.182235963,128.3444182,151.198682,17.15,170.9833333,145.9233333,32.21436853,110.0986794,NA,NA,NA,NA,NA,NA,142.3130479,0,NA,124.2897515,41.42991717,NA,NA,NA,NA,NA,-161.4867562,130.9034751,87.39712298,31.18160705,2.412684289,hfren11,426,0.6,0.301277977,0.401369327,0.342543036,16.85257238
59,hfren11_down_07_hflipDLC_resnet50_lizardpaper21GJun15shuffle1_500000.csv,down,hfren,7,hfren11_down_07,5781.07619,0.47,5,FR,2.815779567,93.03001434,165.5040109,17.15,170.9833333,145.9233333,11.47542678,119.726127,NA,NA,NA,NA,NA,NA,131.2015538,174.7806554,58.26021846,109.3122393,36.43741309,-111.5539123,-49.77269143,-1.995212958,66.55505728,129.3589726,-153.6747381,119.4371093,80.7881817,35.37257742,9.188898113,hfren11,426,0.6,0.218380315,0.401369327,0.342543036,13.57060139
