filename	 foot	 direction	 MeanX	 MeanY	 MeanZ	 IntergralX	 IntergralY	 IntergralZ	 MinX	 MinY	 MinZ	 MaxX	 MaxY	 MaxZ
Gecko17_run13_2018-09-19_000000.avi	 fore	 up	 0.010708	 0.014950	 0.004013	 0.000387	 0.000540	 0.000145	 -0.002242	 -0.001738	 -0.002228	 0.020940	 0.028871	 0.007739
Gecko17_run13_2018-09-19_000000.avi	 hind	 up	 0.016460	 0.020520	 -0.002586	 0.000644	 0.000803	 -0.000101	 -0.005881	 -0.008178	 -0.005765	 0.032048	 0.037968	 -0.000188
Gecko17_run15_2018-09-19_000000.avi	 hind	 down	 0.021049	 0.021871	 0.003088	 0.000665	 0.000691	 0.000098	 -0.000614	 -0.001166	 -0.001678	 0.036511	 0.038322	 0.007068
Gecko17_run16_2018-09-19_000000.avi	 fore	 down	 0.004911	 0.008916	 -0.001417	 0.000098	 0.000178	 -0.000028	 -0.010872	 -0.001264	 -0.012605	 0.019910	 0.021750	 0.003458
Gecko17_run17_2018-09-19_000000.avi	 fore	 up	 -0.008788	 0.009889	 0.003450	 -0.000343	 0.000387	 0.000135	 -0.014717	 -0.004535	 -0.003678	 0.001654	 0.022977	 0.006426
Gecko17_run17_2018-09-19_000000.avi	 hind	 up	 -0.008408	 0.011114	 -0.003798	 -0.000353	 0.000467	 -0.000159	 -0.015724	 -0.002175	 -0.007020	 -0.000241	 0.020871	 0.000082
Gecko17_run18_2018-09-19_000000.avi	 fore	 up	 -0.008802	 0.008461	 0.003752	 -0.000269	 0.000259	 0.000115	 -0.017585	 0.000510	 -0.004826	 0.001992	 0.016998	 0.008638
Gecko17_run18_2018-09-19_000000.avi	 hind	 up	 0.013595	 0.013050	 -0.003751	 0.000455	 0.000437	 -0.000126	 0.000213	 -0.000447	 -0.007788	 0.026716	 0.022242	 0.000588
Gecko17_run19_2018-09-19_000000.avi	 fore	 up	 -0.006898	 0.006412	 0.003711	 -0.000296	 0.000275	 0.000159	 -0.010446	 -0.002222	 -0.006222	 -0.000489	 0.011860	 0.008375
Gecko17_run20_2018-09-19_000000.avi	 fore	 up	 -0.003827	 0.010347	 0.003029	 -0.000199	 0.000538	 0.000157	 -0.013214	 -0.000923	 -0.001901	 0.006072	 0.016331	 0.006293
Gecko17_run20_2018-09-19_000000.avi	 hind	 up	 0.012942	 0.016753	 -0.003508	 0.000612	 0.000792	 -0.000166	 0.001252	 0.000659	 -0.005756	 0.020345	 0.030655	 0.001084
Gecko18_ run1_18-09-17_000000.avi	 fore	 down	 -0.009747	 0.009081	 -0.010680	 -0.000176	 0.000164	 -0.000193	 -0.022531	 -0.000287	 -0.038100	 0.002811	 0.043029	 -0.001975
Gecko18_ run1_18-09-17_000000.avi	 hind	 down	 0.025433	 0.052520	 0.008528	 0.000595	 0.001228	 0.000200	 -0.000771	 0.000789	 -0.001444	 0.036917	 0.076642	 0.018601
Gecko18_ run2_18-09-17_000000.avi	 fore	 up	 0.031364	 0.016897	 0.005660	 0.000862	 0.000465	 0.000155	 -0.005156	 -0.008938	 -0.014015	 0.065340	 0.038542	 0.015704
Gecko18_ run3_18-09-17_000000.avi	 fore	 down	 0.001541	 0.004418	 -0.005872	 0.000024	 0.000069	 -0.000091	 -0.010299	 -0.002484	 -0.022841	 0.011046	 0.028386	 -0.000362
Gecko18_ run3_18-09-17_000000.avi	 hind	 down	 -0.019583	 0.059460	 0.006197	 -0.000411	 0.001248	 0.000130	 -0.031329	 0.000633	 -0.003693	 -0.003837	 0.093112	 0.014490
Gecko18_ run4_18-09-17_000000.avi	 fore	 down	 -0.000930	 0.010198	 -0.007240	 -0.000020	 0.000213	 -0.000151	 -0.008921	 -0.000332	 -0.024580	 0.023654	 0.050329	 -0.000382
Gecko18_ run4_18-09-17_000000.avi	 hind	 down	 0.028141	 0.038036	 0.000558	 0.000751	 0.001015	 0.000015	 -0.002482	 0.000261	 -0.006506	 0.061038	 0.069597	 0.008929
Gecko18_ run5_18-09-17_000000.avi	 fore	 up	 -0.008139	 0.013708	 0.004758	 -0.000370	 0.000624	 0.000217	 -0.018300	 -0.011112	 -0.007927	 0.002860	 0.037858	 0.013252
Gecko18_ run5_18-09-17_000000.avi	 hind	 up	 0.015527	 0.022053	 -0.003795	 0.000801	 0.001138	 -0.000195	 -0.003518	 -0.006590	 -0.006854	 0.036850	 0.046152	 0.000167
Gecko18_ run8_18-09-17_000000.avi	 fore	 down	 0.002792	 0.008206	 -0.003405	 0.000049	 0.000142	 -0.000059	 -0.008869	 -0.003338	 -0.024163	 0.022812	 0.048365	 0.002189
Gecko18_ run8_18-09-17_000000.avi	 hind	 down	 -0.015976	 0.041097	 0.002701	 -0.000326	 0.000838	 0.000055	 -0.037818	 0.001424	 -0.006213	 0.002331	 0.058778	 0.006309
Gecko18_ run9_18-09-17_000000.avi	 fore	 up	 -0.005998	 0.010673	 0.002428	 -0.000240	 0.000428	 0.000097	 -0.015514	 -0.009858	 -0.007623	 0.004577	 0.027498	 0.007043
Gecko18_ run9_18-09-17_000000.avi	 hind	 up	 0.008882	 0.017678	 -0.001159	 0.000368	 0.000732	 -0.000048	 -0.002427	 -0.000576	 -0.005407	 0.020174	 0.034170	 0.001309
Gecko18_ run10_18-09-17_000000.avi	 fore	 down	 -0.004171	 0.004293	 -0.004077	 -0.000068	 0.000070	 -0.000067	 -0.024540	 -0.003212	 -0.026954	 0.003261	 0.015962	 0.002082
Gecko18_ run10_18-09-17_000000.avi	 hind	 down	 -0.014770	 0.037113	 0.003715	 -0.000252	 0.000634	 0.000064	 -0.024929	 -0.000921	 -0.006975	 0.002095	 0.061071	 0.010763
Gecko18_ run11_18-09-17_000000.avi	 fore	 down	 -0.002502	 0.009942	 -0.005208	 -0.000036	 0.000143	 -0.000075	 -0.023706	 -0.002042	 -0.032797	 0.022621	 0.046905	 0.002858
Gecko18_ run11_18-09-17_000000.avi	 hind	 down	 -0.015308	 0.043482	 0.009226	 -0.000301	 0.000856	 0.000182	 -0.035843	 0.000094	 -0.000933	 0.004949	 0.074789	 0.017279
Gecko18_ run11_18-09-17_000000.avi	 hind	 down	 -0.016181	 0.046229	 0.009776	 -0.000299	 0.000855	 0.000181	 -0.035843	 0.002387	 -0.000933	 0.004949	 0.074789	 0.017279
Gecko18_ run12_18-09-17_000000.avi	 hind	 up	 0.008129	 0.018234	 -0.001386	 0.000323	 0.000724	 -0.000055	 -0.000304	 0.001074	 -0.004744	 0.020434	 0.034852	 0.000605
Gecko18_ run13_18-09-17_000000.avi	 fore	 down	 0.001742	 0.010141	 -0.005494	 0.000055	 0.000320	 -0.000174	 -0.009086	 -0.001792	 -0.016500	 0.017027	 0.039838	 0.000478
Gecko18_ run13_18-09-17_000000.avi	 hind	 down	 0.020864	 0.032098	 0.003132	 0.000659	 0.001014	 0.000099	 -0.000537	 0.000617	 -0.000260	 0.030308	 0.047687	 0.006148
Gecko18_ run14_18-09-17_000000.avi	 fore	 up	 -0.011772	 0.005968	 0.004000	 -0.000494	 0.000251	 0.000168	 -0.025520	 -0.002239	 -0.006848	 0.002705	 0.019605	 0.010623
Gecko18_ run15_18-09-17_000000.avi	 fore	 down	 0.001359	 0.007820	 -0.003691	 0.000021	 0.000118	 -0.000056	 -0.007517	 0.000409	 -0.021341	 0.012533	 0.030504	 0.000432
Gecko18_ run15_18-09-17_000000.avi	 hind	 down	 0.000905	 0.043308	 0.002656	 0.000019	 0.000896	 0.000055	 -0.017535	 -0.001061	 -0.003146	 0.015466	 0.069504	 0.009696
Gecko18_ run16_18-09-17_000000.avi	 fore	 up	 -0.003833	 0.012625	 0.002001	 -0.000176	 0.000580	 0.000092	 -0.010381	 -0.015786	 -0.008920	 0.004948	 0.033430	 0.008523
Gecko18_ run16_18-09-17_000000.avi	 hind	 up	 0.016637	 0.036658	 -0.000480	 0.000666	 0.001467	 -0.000019	 -0.005490	 -0.006541	 -0.009931	 0.033510	 0.068797	 0.005890
Gecko18_ run17_18-09-17_000000.avi	 fore	 up	 -0.003519	 0.014668	 0.004639	 -0.000213	 0.000890	 0.000282	 -0.006998	 -0.003869	 -0.005370	 0.003275	 0.027559	 0.010180
Gecko_18_run_20_2018-09-18_000000.avi	 fore	 up	 -0.009995	 0.003279	 0.002154	 -0.000340	 0.000112	 0.000073	 -0.023617	 -0.017487	 -0.014943	 0.006175	 0.011946	 0.007190
Gecko_18_run_20_2018-09-18_000000.avi	 hind	 up	 -0.004258	 0.009665	 0.000306	 -0.000161	 0.000367	 0.000012	 -0.009264	 -0.006385	 -0.004389	 0.000211	 0.024345	 0.004900
Gecko_18_run_21_2018-09-18_000000.avi	 hind	 up	 0.001138	 0.014054	 -0.003697	 0.000052	 0.000645	 -0.000170	 -0.010302	 -0.008395	 -0.009685	 0.016298	 0.029450	 0.000750
Gecko_18_run_22_2018-09-18_000000.avi	 fore	 up	 -0.006202	 0.012347	 0.001877	 -0.000323	 0.000643	 0.000098	 -0.012560	 -0.014183	 -0.007287	 0.000223	 0.031235	 0.005907
Gecko_18_run_22_2018-09-18_000000.avi	 hind	 up	 0.003870	 0.014442	 -0.001866	 0.000217	 0.000810	 -0.000105	 -0.004973	 -0.005206	 -0.006000	 0.011547	 0.028234	 0.001757
