filename	 MeanX	 MeanY	 MeanZ	 IntergralX	 IntergralY	 IntergralZ	 MinX	 MinY	 MinZ	 MaxX	 MaxY	 MaxZ	 foot	 direction	 footfall_begin	 footfall_end
hfren17_run_07.avi	 0.012350	 0.017032	 0.003158	 0.000830	 0.001144	 0.000212	 -0.004562	 0.001063	 -0.002987	 0.031512	 0.033083	 0.007155	 FR	 up	 36	 52
hfren17_run_08.avi	 -0.006274	 0.020246	 0.004024	 -0.000223	 0.000721	 0.000143	 -0.015941	 -0.001899	 -0.003317	 0.001633	 0.035704	 0.008273	 HR	 down	 46	 55
hfren17_run_09.avi	 -0.000367	 0.014468	 0.003985	 -0.000021	 0.000827	 0.000228	 -0.010983	 -0.000818	 -0.001110	 0.004986	 0.029632	 0.008574	 FL	 up	 45	 59
hfren17_run_09.avi	 0.005407	 0.014232	 -0.000192	 0.000359	 0.000945	 -0.000013	 -0.008270	 -0.000002	 -0.004991	 0.018059	 0.023932	 0.003450	 HL	 up	 58	 75
hfren17_run_10.avi	 0.000180	 0.010247	 0.001910	 0.000014	 0.000790	 0.000147	 -0.003049	 -0.000638	 -0.001116	 0.003529	 0.021177	 0.003993	 FL	 up	 43	 62
hfren17_run_10.avi	 0.010070	 0.013045	 -0.002019	 0.000843	 0.001092	 -0.000169	 -0.000655	 -0.001103	 -0.005526	 0.018915	 0.028294	 0.000415	 HL	 up	 88	 109
hfren17_run_11.avi	 0.000461	 0.005071	 -0.001844	 0.000018	 0.000198	 -0.000072	 -0.004831	 -0.000891	 -0.004675	 0.006690	 0.008806	 0.000857	 FR	 down	 44	 53
hfren17_run_11.avi	 -0.007434	 0.013001	 0.001986	 -0.000300	 0.000524	 0.000080	 -0.014445	 -0.001200	 -0.000933	 0.000353	 0.026096	 0.005240	 HR	 down	 53	 63
hfren17_run_12.avi	 -0.009013	 0.005518	 0.004179	 -0.000352	 0.000215	 0.000163	 -0.022430	 -0.001229	 -0.007193	 0.000865	 0.014709	 0.010513	 FL	 up	 45	 55
hfren17_run_12.avi	 0.015373	 0.019215	 -0.003913	 0.000718	 0.000897	 -0.000183	 -0.000411	 -0.001229	 -0.009511	 0.032932	 0.039991	 0.000414	 HL	 up	 55	 66
hfren17_run_13.avi	 0.008726	 0.012112	 0.003277	 0.000387	 0.000538	 0.000146	 -0.001042	 -0.001745	 -0.002357	 0.020397	 0.028863	 0.007926	 FR	 up	 26	 37
hfren17_run_13.avi	 -0.005869	 0.009455	 -0.003883	 -0.000219	 0.000354	 -0.000145	 -0.015064	 -0.003208	 -0.012159	 0.002455	 0.025674	 0.000778	 HR	 up	 37	 46
hfren17_run_13.avi	 0.011723	 0.014747	 -0.002131	 0.000626	 0.000788	 -0.000114	 -0.004356	 -0.008251	 -0.006249	 0.031502	 0.037948	 0.001332	 HL	 up	 46	 59
hfren17_run_14.avi	 -0.009980	 0.005780	 0.002299	 -0.000379	 0.000220	 0.000088	 -0.025923	 -0.012380	 -0.004428	 0.007360	 0.014668	 0.006948	 FL	 up	 37	 46
hfren17_run_14.avi	 0.016435	 0.022438	 -0.003971	 0.000615	 0.000839	 -0.000148	 -0.002171	 -0.004594	 -0.007524	 0.038700	 0.054624	 0.000499	 HL	 up	 46	 55
hfren17_run_15.avi	 0.012418	 0.012840	 0.000623	 0.000719	 0.000744	 0.000036	 -0.000587	 -0.002634	 -0.004604	 0.036536	 0.038369	 0.006970	 HL	 down	 33	 47
hfren17_run_16.avi	 0.003993	 0.007431	 -0.001569	 0.000101	 0.000189	 -0.000040	 -0.010869	 -0.001269	 -0.012664	 0.019921	 0.021734	 0.003405	 FL	 down	 29	 35
hfren17_run_16.avi	 0.021247	 0.025248	 0.002177	 0.000623	 0.000740	 0.000064	 -0.001502	 -0.001882	 -0.002589	 0.056598	 0.057726	 0.009628	 HL	 down	 35	 42
hfren17_run_17.avi	 -0.007623	 0.008493	 0.003010	 -0.000347	 0.000386	 0.000137	 -0.014815	 -0.002148	 -0.004400	 0.003158	 0.019947	 0.006696	 FL	 up	 51	 62
hfren17_run_17.avi	 -0.007242	 0.009609	 -0.003454	 -0.000354	 0.000470	 -0.000169	 -0.016596	 -0.000133	 -0.007138	 0.001325	 0.018989	 0.000423	 HR	 up	 73	 86
hfren17_run_18.avi	 -0.006769	 0.006597	 0.002927	 -0.000267	 0.000261	 0.000116	 -0.017565	 -0.000516	 -0.004171	 0.002013	 0.017106	 0.008421	 FL	 up	 44	 54
hfren17_run_18.avi	 0.010337	 0.009943	 -0.002766	 0.000457	 0.000439	 -0.000122	 -0.000780	 -0.000609	 -0.007637	 0.026735	 0.022510	 0.000936	 HL	 up	 54	 65
hfren17_run_19.avi	 -0.005993	 0.005518	 0.003221	 -0.000301	 0.000277	 0.000162	 -0.010501	 -0.001627	 -0.004016	 0.001394	 0.011435	 0.007824	 FL	 up	 54	 67
hfren17_run_19.avi	 0.007350	 0.012722	 0.000013	 0.000417	 0.000721	 0.000001	 -0.001160	 -0.000741	 -0.004250	 0.021347	 0.028602	 0.003557	 HL	 up	 66	 81
hfren17_run_20.avi	 -0.003132	 0.009305	 0.002794	 -0.000187	 0.000553	 0.000166	 -0.012670	 -0.000607	 -0.001714	 0.006130	 0.015456	 0.006124	 FL	 up	 31	 46
hfren17_run_20.avi	 0.012086	 0.015589	 -0.003184	 0.000617	 0.000796	 -0.000163	 0.000887	 0.000841	 -0.005605	 0.020215	 0.030307	 0.001085	 HL	 up	 46	 59
hfren18_run_01.avi	 -0.005751	 0.006113	 -0.006768	 -0.000176	 0.000187	 -0.000207	 -0.028000	 -0.000826	 -0.038122	 0.007572	 0.044031	 0.001917	 FL	 down	 26	 34
hfren18_run_01.avi	 0.020284	 0.041139	 0.006250	 0.000629	 0.001275	 0.000194	 -0.002936	 0.000687	 -0.002232	 0.037195	 0.076789	 0.018573	 HL	 down	 33	 41
hfren18_run_02.avi	 0.021063	 0.010245	 0.003034	 0.000929	 0.000452	 0.000134	 -0.003321	 -0.008995	 -0.004704	 0.062867	 0.038555	 0.014106	 FR	 up	 38	 49
hfren18_run_02.avi	 0.001971	 -0.022949	 0.002732	 0.000099	 -0.001150	 0.000137	 -0.006726	 -0.102460	 -0.003108	 0.009887	 0.007309	 0.013625	 HR	 up	 46	 58
hfren18_run_03.avi	 -0.016071	 0.045555	 0.004332	 -0.000450	 0.001275	 0.000121	 -0.033146	 -0.000759	 -0.009646	 -0.000478	 0.092780	 0.015621	 HR	 down	 28	 35
hfren18_run_04.avi	 -0.000604	 0.008360	 -0.005870	 -0.000017	 0.000231	 -0.000162	 -0.008091	 -0.000471	 -0.021754	 0.012486	 0.049133	 0.000192	 FL	 down	 26	 33
hfren18_run_04.avi	 0.025829	 0.035250	 0.000389	 0.000749	 0.001022	 0.000011	 -0.001142	 0.000727	 -0.006096	 0.056755	 0.069412	 0.008307	 HL	 down	 33	 40
hfren18_run_05.avi	 -0.007681	 0.012627	 0.004351	 -0.000375	 0.000618	 0.000213	 -0.017316	 -0.003355	 -0.007508	 -0.000098	 0.036532	 0.013136	 FL	 up	 59	 71
hfren18_run_05.avi	 0.013621	 0.019386	 -0.003651	 0.000789	 0.001123	 -0.000211	 -0.002820	 -0.003218	 -0.006500	 0.036929	 0.045946	 -0.000039	 HL	 up	 71	 85
hfren18_run_06.avi	 -0.001454	 0.003972	 0.000048	 -0.000042	 0.000115	 0.000001	 -0.005139	 -0.006147	 -0.013024	 0.003583	 0.011205	 0.003492	 FL	 up	 36	 43
hfren18_run_06.avi	 -0.006281	 0.003643	 0.001205	 -0.000350	 0.000203	 0.000067	 -0.020665	 -0.001825	 -0.005413	 0.001463	 0.007010	 0.005983	 HL	 up	 43	 57
hfren18_run_07.avi	 0.028572	 0.032170	 0.002263	 0.000783	 0.000882	 0.000062	 -0.000308	 -0.004118	 -0.006412	 0.055297	 0.067653	 0.012434	 HL	 down	 27	 34
hfren18_run_08.avi	 -0.010585	 0.029968	 0.000768	 -0.000313	 0.000887	 0.000023	 -0.034910	 -0.001249	 -0.010553	 0.005206	 0.058035	 0.006363	 HR	 down	 28	 36
hfren18_run_09.avi	 -0.005794	 0.009418	 0.002047	 -0.000253	 0.000412	 0.000090	 -0.015500	 -0.009867	 -0.007617	 0.004589	 0.027490	 0.007055	 FL	 up	 50	 61
hfren18_run_09.avi	 0.007743	 0.015630	 -0.001223	 0.000357	 0.000721	 -0.000056	 -0.006777	 -0.007452	 -0.005374	 0.020193	 0.034164	 0.001339	 HL	 up	 61	 72
hfren18_run_10.avi	 -0.011020	 0.024869	 0.002112	 -0.000278	 0.000627	 0.000053	 -0.024910	 -0.007055	 -0.006906	 0.001154	 0.060083	 0.010839	 HR	 down	 25	 31
hfren18_run_11.avi	 -0.002029	 0.007584	 -0.004142	 -0.000038	 0.000143	 -0.000078	 -0.020410	 -0.001327	 -0.025528	 0.012400	 0.038211	 0.002229	 FR	 down	 23	 27
hfren18_run_11.avi	 -0.012219	 0.034648	 0.007492	 -0.000304	 0.000863	 0.000187	 -0.033273	 -0.004620	 -0.000346	 0.000812	 0.074220	 0.016913	 HR	 down	 29	 36
hfren18_run_12.avi	 -0.015740	 0.006081	 0.004418	 -0.000623	 0.000241	 0.000175	 -0.031987	 -0.002867	 -0.003633	 -0.000271	 0.015372	 0.010720	 FL	 up	 44	 54
hfren18_run_12.avi	 0.007010	 0.016228	 -0.001558	 0.000320	 0.000740	 -0.000071	 -0.002041	 -0.005451	 -0.003942	 0.020409	 0.034890	 0.000548	 HL	 up	 54	 66
hfren18_run_13.avi	 0.001616	 0.008969	 -0.004918	 0.000058	 0.000324	 -0.000178	 -0.008913	 -0.000391	 -0.014469	 0.014172	 0.033190	 0.000595	 FL	 down	 37	 46
hfren18_run_13.avi	 0.016367	 0.025502	 0.002381	 0.000664	 0.001035	 0.000097	 -0.000735	 -0.003070	 -0.000582	 0.030010	 0.047554	 0.005939	 HL	 down	 46	 56
hfren18_run_15.avi	 0.000435	 0.033413	 0.002082	 0.000012	 0.000905	 0.000056	 -0.017538	 -0.002632	 -0.002461	 0.015463	 0.069108	 0.009414	 HR	 down	 28	 35
hfren18_run_16.avi	 -0.003484	 0.011372	 0.001522	 -0.000177	 0.000578	 0.000078	 -0.009515	 -0.006088	 -0.008273	 0.004454	 0.032342	 0.008279	 FL	 up	 47	 59
hfren18_run_16.avi	 0.013957	 0.030055	 -0.001359	 0.000674	 0.001452	 -0.000065	 -0.004503	 -0.003449	 -0.009560	 0.033172	 0.068042	 0.005557	 HL	 up	 59	 71
hfren18_run_17.avi	 -0.004035	 0.013972	 0.004882	 -0.000244	 0.000847	 0.000296	 -0.007975	 -0.003272	 -0.004908	 0.003576	 0.026710	 0.010313	 FL	 up	 74	 89
hfren18_run_17.avi	 0.007678	 0.019592	 -0.000771	 0.000618	 0.001577	 -0.000062	 -0.004693	 -0.001513	 -0.006146	 0.015806	 0.039526	 0.001726	 HL	 up	 90	 110
hfren18_run_18.avi	 0.013311	 0.016834	 0.002733	 0.000886	 0.001121	 0.000182	 -0.000285	 -0.003255	 -0.002838	 0.024418	 0.030310	 0.005755	 FR	 up	 81	 98
hfren18_run_18.avi	 0.004288	 0.017540	 0.000517	 0.000339	 0.001386	 0.000041	 -0.000812	 -0.001305	 -0.005560	 0.010148	 0.031447	 0.007038	 HR	 up	 98	 118
hfren18_run_20.avi	 -0.010689	 0.003716	 0.002990	 -0.000348	 0.000121	 0.000098	 -0.023985	 -0.003125	 -0.004429	 0.006357	 0.010707	 0.007147	 FL	 up	 35	 43
hfren18_run_20.avi	 -0.003705	 0.009399	 0.000400	 -0.000146	 0.000371	 0.000016	 -0.009598	 -0.003061	 -0.004332	 0.000705	 0.023122	 0.004862	 HL	 up	 43	 53
hfren18_run_21.avi	 0.000780	 0.011538	 -0.003066	 0.000043	 0.000643	 -0.000171	 -0.010386	 -0.006148	 -0.009596	 0.016209	 0.029149	 0.000868	 HL	 up	 62	 76
hfren18_run_22.avi	 -0.005718	 0.011097	 0.001623	 -0.000329	 0.000638	 0.000093	 -0.012565	 -0.004125	 -0.004153	 0.000215	 0.030159	 0.005356	 FL	 up	 46	 61
hfren18_run_22.avi	 0.003450	 0.013138	 -0.001786	 0.000213	 0.000811	 -0.000110	 -0.004982	 -0.002711	 -0.005600	 0.011535	 0.027388	 0.001316	 HL	 up	 61	 76
