1.000000	 -0.000909	 0.000813	 -0.004619
2.000000	 -0.000233	 -0.001132	 -0.001916
3.000000	 0.000258	 -0.000474	 -0.002802
4.000000	 0.000673	 -0.000211	 -0.002807
5.000000	 -0.001014	 0.001112	 -0.005508
6.000000	 0.000506	 0.002032	 -0.002799
7.000000	 0.001135	 0.001495	 -0.000092
8.000000	 0.000628	 0.001134	 0.003544
9.000000	 0.000612	 0.002034	 0.002646
10.000000	 0.000067	 0.000803	 0.002636
11.000000	 0.000152	 -0.000581	 0.001729
12.000000	 0.000506	 0.000556	 -0.000076
13.000000	 0.000694	 0.001168	 0.004449
14.000000	 -0.000742	 -0.000010	 -0.001909
15.000000	 -0.000592	 -0.001360	 -0.001911
16.000000	 -0.001563	 0.001446	 0.001706
17.000000	 0.000057	 -0.000415	 -0.001021
18.000000	 -0.000685	 0.000368	 -0.000983
19.000000	 0.000643	 -0.001134	 -0.002813
20.000000	 -0.000489	 0.000467	 0.001733
21.000000	 0.000153	 -0.000581	 0.001730
22.000000	 -0.001178	 0.001521	 -0.001890
23.000000	 0.000288	 0.000392	 0.002645
24.000000	 0.000617	 -0.000296	 0.001729
25.000000	 -0.000549	 0.001342	 -0.000068
26.000000	 -0.000126	 0.000130	 0.002651
27.000000	 -0.000418	 -0.000014	 -0.000974
28.000000	 0.000162	 -0.000877	 -0.002826
29.000000	 -0.000696	 -0.001061	 -0.002799
30.000000	 0.000173	 0.000553	 -0.001010
31.000000	 -0.000767	 0.001234	 -0.002786
32.000000	 -0.001151	 0.001838	 0.002666
33.000000	 0.001359	 -0.000363	 -0.000079
34.000000	 -0.000179	 0.000680	 -0.000083
35.000000	 0.001859	 -0.000112	 0.005361
36.000000	 0.000589	 0.001116	 0.003541
37.000000	 0.000179	 -0.001469	 0.001724
38.000000	 0.000791	 -0.001056	 -0.001003
39.000000	 0.000815	 -0.000195	 0.003544
40.000000	 0.000397	 0.000115	 0.001721
41.000000	 0.000324	 -0.000798	 -0.001011
42.000000	 0.000512	 -0.000347	 0.000820
43.000000	 0.000132	 -0.001848	 0.001704
44.000000	 -0.000489	 0.000116	 0.001713
45.000000	 0.001859	 -0.000056	 -0.000079
46.000000	 -0.000535	 -0.001333	 -0.001005
47.000000	 0.000872	 -0.000111	 -0.000992
48.000000	 -0.001093	 0.000117	 -0.000982
49.000000	 -0.001093	 0.000166	 -0.005517
50.000000	 -0.000654	 0.001290	 -0.000976
51.000000	 -0.000823	 0.000800	 0.001729
52.000000	 -0.000974	 -0.000350	 -0.001877
53.000000	 0.000287	 0.000965	 -0.000084
54.000000	 -0.000615	 -0.000116	 -0.002787
55.000000	 -0.001975	 0.000113	 -0.000984
56.000000	 0.000236	 -0.001392	 -0.001906
57.000000	 0.000700	 -0.001107	 -0.001907
58.000000	 0.000013	 -0.000653	 -0.000080
59.000000	 0.002079	 -0.000609	 -0.001030
60.000000	 0.000726	 -0.001994	 -0.001913
61.000000	 -0.000766	 0.001178	 0.002655
62.000000	 -0.000244	 -0.000566	 -0.004644
63.000000	 0.001879	 0.001019	 0.003524
64.000000	 -0.001012	 0.001055	 -0.000065
65.000000	 0.000075	 -0.001170	 0.000836
66.000000	 0.000398	 0.000114	 0.001722
67.000000	 -0.000795	 0.002288	 -0.000089
68.000000	 -0.000952	 0.000187	 0.000830
69.000000	 0.000174	 0.000496	 0.004432
70.000000	 0.000452	 0.000527	 -0.000979
71.000000	 -0.000150	 -0.001993	 -0.001016
72.000000	 -0.000487	 0.000466	 0.001735
73.000000	 -0.000233	 0.000651	 -0.000987
74.000000	 0.000478	 0.001059	 0.001733
75.000000	 0.001152	 -0.000521	 0.002644
76.000000	 -0.000789	 0.000316	 -0.001890
77.000000	 0.000317	 0.001887	 -0.000077
78.000000	 -0.001393	 -0.000392	 -0.003720
79.000000	 -0.001504	 0.000403	 -0.000084
80.000000	 -0.000034	 -0.001026	 -0.001005
81.000000	 -0.000361	 0.000012	 -0.000067
82.000000	 0.000376	 -0.000775	 -0.001005
83.000000	 -0.001624	 0.000698	 -0.002778
84.000000	 0.000175	 0.000552	 -0.001008
85.000000	 0.001695	 0.000051	 -0.001017
86.000000	 0.000288	 0.000965	 -0.000082
87.000000	 0.000675	 -0.000269	 0.002636
88.000000	 -0.001589	 -0.000547	 -0.000995
89.000000	 -0.000289	 0.000567	 0.003549
90.000000	 0.000590	 -0.001219	 0.001725
91.000000	 -0.000265	 0.001485	 0.002655
92.000000	 -0.000683	 0.000367	 -0.000980
93.000000	 -0.000463	 0.001026	 0.001726
94.000000	 0.000979	 -0.000060	 -0.000080
95.000000	 0.000150	 0.001747	 0.002650
96.000000	 -0.000684	 0.000016	 -0.001001
97.000000	 0.000376	 -0.000775	 -0.001005
98.000000	 -0.000023	 0.000394	 0.002619
99.000000	 -0.000533	 -0.001334	 -0.001003
100.000000	 0.001397	 -0.001058	 0.001694
101.000000	 0.000261	 -0.000531	 0.002642
102.000000	 -0.000943	 0.000571	 -0.001869
103.000000	 -0.000416	 -0.000016	 -0.000971
104.000000	 0.000646	 0.001198	 -0.000992
105.000000	 -0.001871	 0.001947	 0.001756
106.000000	 0.000288	 -0.001369	 -0.001899
107.000000	 0.000632	 -0.000836	 0.001742
108.000000	 -0.000986	 -0.000134	 -0.004626
109.000000	 0.000873	 -0.000112	 -0.000989
110.000000	 -0.001343	 -0.000727	 -0.002829
111.000000	 0.000509	 0.000554	 -0.000073
112.000000	 0.001150	 0.000932	 0.001737
113.000000	 0.000900	 -0.001006	 -0.000090
114.000000	 0.000317	 -0.000504	 0.003548
115.000000	 -0.000764	 0.001177	 0.002657
116.000000	 -0.000048	 0.001288	 0.001721
117.000000	 -0.000683	 0.000016	 -0.001000
118.000000	 0.000948	 -0.001342	 0.001701
119.000000	 -0.000121	 -0.001621	 -0.001898
120.000000	 -0.001653	 0.001752	 -0.000081
121.000000	 0.000149	 0.000178	 -0.000122
122.000000	 0.000781	 -0.000520	 -0.001009
123.000000	 0.000874	 -0.000112	 -0.000989
124.000000	 0.000044	 0.001695	 0.001742
125.000000	 0.000344	 -0.001342	 -0.000994
126.000000	 -0.001147	 0.000087	 -0.001883
127.000000	 0.001398	 -0.001059	 0.001695
128.000000	 0.000262	 -0.000532	 0.002643
129.000000	 0.001818	 -0.000961	 -0.001901
130.000000	 0.001862	 -0.000058	 -0.000076
131.000000	 -0.000323	 0.000600	 -0.001889
132.000000	 -0.000188	 0.001216	 -0.000089
133.000000	 -0.000930	 0.001999	 -0.000052
134.000000	 -0.001508	 0.000397	 -0.000982
135.000000	 -0.001311	 0.000496	 0.001734
136.000000	 -0.001532	 -0.000464	 -0.005528
137.000000	 0.000621	 -0.000242	 -0.003707
